Title,Author,Genre,Rating_Average,Rating_Counts,Description,Page_Numbers,ISBN,Language,Published_Year,Cover_URL,Book_Link
Treasure Island,Robert Louis Stevenson,"Fiction, Treasure Island (Imaginary place), Treasure-trove",3.7708333,96.0,"Squire Trelawney, Dr Livesey, and the rest of these gentlemen having asked me to write down the whole particulars about Treasure Island, from the beginning to the end, keeping nothing back but the bearings of the island, and that only because there is still treasure not yet lifted, I take up my pen in the year of grace 17-, and go back to the time when my father kept the 'Admiral Benbow' inn, and the brown old seaman, with the sabre cut, first took up his lodging under our roof.",248,1720683204,jpn,1880,https://covers.openlibrary.org/b/id/13859660-L.jpg,https://openlibrary.org/works/OL24034W
"The Complete Sherlock Holmes [4 novels, 56 stories]",Arthur Conan Doyle,"Action & Adventure Fiction, Adventure stories, air guns",4.4888887,45.0,"IN THE YEAR 1878 I took my degree of Doctor of Medicine of the University of London, and proceeded to Netley to go through the course prescribed for surgeons in the Army.",1122,9780670918454,eng,1900,https://covers.openlibrary.org/b/id/12501284-L.jpg,https://openlibrary.org/works/OL262554W
The BFG,Roald Dahl,"Open Library Staff Picks, Roald Dahl, Tweens",4.10219,137.0,It wasn't a human.,208,9788573261295,eng,1980,https://covers.openlibrary.org/b/id/9176033-L.jpg,https://openlibrary.org/works/OL45885W
Meditations,Marcus Aurelius,"Early works to 1800, Philosophy, Stoics",4.051095,137.0,"Her reverence for the divine, her generosity, her inability not only to do wrong but even to conceive of doing it.",203,9781511532969,grc,1626,https://covers.openlibrary.org/b/id/211529-L.jpg,https://openlibrary.org/works/OL1317211W
A Clockwork Orange,Anthony Burgess,"bible, aversion therapy, unintended consequences",4.0625,64.0,"'WHAT'S it going to be then, eh?'",192,6254052830,eng,1962,https://covers.openlibrary.org/b/id/13151224-L.jpg,https://openlibrary.org/works/OL261794W
A Game of Thrones,George R. R. Martin,"Adult, Action & Adventure, Fantasy",4.2201085,736.0,"“We should start back,” Gared urged as the woods began to grow dark around them.",801,9780739353370,eng,1996,https://covers.openlibrary.org/b/id/9269962-L.jpg,https://openlibrary.org/works/OL257943W
The book of the damned,Charles Fort,"Miscellanea, Meteorology, Astronomy",4.0,2.0,A PROCESSION of the damned.,314,9781722909802,eng,1919,https://covers.openlibrary.org/b/id/825884-L.jpg,https://openlibrary.org/works/OL66059W
The Body in the Library,Agatha Christie,"Fiction, Mystery, Women detectives",3.85,20.0,Mrs. Bantry was dreaming.,207,000825589X,eng,1942,https://covers.openlibrary.org/b/id/12855259-L.jpg,https://openlibrary.org/works/OL471610W
Life of Pi,Yann Martel,"Teenage boys, Zoo animals, Fiction",3.966443,149.0,This book was born as I was hungry.,347,1978631677,eng,2000,https://covers.openlibrary.org/b/id/12840573-L.jpg,https://openlibrary.org/works/OL2827199W
Harry Potter and the Goblet of Fire,J. K. Rowling,"orphans, foster homes, Waisenkind",4.2801204,332.0,"The villagers of Little Hangleton still called it “the Riddle
House,” even though it had been many years since the Riddle family had lived there.",672,7020034632,jpn,2000,https://covers.openlibrary.org/b/id/12059372-L.jpg,https://openlibrary.org/works/OL82560W
The Night Before Christmas,Clement Clarke Moore,"Santa in juvenile prison, Juvenile poetry, Poetry",3.7096775,31.0,"T WAS the night before Christmas, when all through the house",30,0394926986,eng,1857,https://covers.openlibrary.org/b/id/8236410-L.jpg,https://openlibrary.org/works/OL655908W
Gulliver's Travels,Jonathan Swift,"YA, Young adult, Juvenile",3.6136363,88.0,"MY FATHER HAD a small estate in Nottinghamshire, 1 was the third of five sons.",278,1548193240,mal,1726,https://covers.openlibrary.org/b/id/12717083-L.jpg,https://openlibrary.org/works/OL20600W
The Yellow Wallpaper,Charlotte Perkins Gilman,"hp lovecraft, Literature, Special collections",4.0172415,58.0,It is very seldom that mere ordinary people like John and myself secure ancestral halls for the summer.,34,1974206750,eng,1892,https://covers.openlibrary.org/b/id/652029-L.jpg,https://openlibrary.org/works/OL2772007W
The Red Badge of Courage,Stephen Crane,"1783-1865, American Manuscripts, Cartoons and comics",3.7083333,24.0,"The cold passed reluctantly from the earth, and the retiring fogs revealed an army stretched out on the hills, resting.",174,1082370746,eng,1855,https://covers.openlibrary.org/b/id/8236915-L.jpg,https://openlibrary.org/works/OL20844W
The Razor's Edge,William Somerset Maugham,"World War, 1914-1918, Fiction, Veterans",4.0,22.0,No description available,320,9780434456123,eng,1944,https://covers.openlibrary.org/b/id/97505-L.jpg,https://openlibrary.org/works/OL505944W
The Subtle Knife,Philip Pullman,"Fantasy, Juvenile literature, English Fantasy fiction",4.0,104.0,"Will tugged at his mother's hand and said, ""come on, come on...""",350,9783551357205,eng,1997,https://covers.openlibrary.org/b/id/12614549-L.jpg,https://openlibrary.org/works/OL28993W
East of Eden,John Steinbeck,"migrant labor, historical fiction, domestic fiction",4.064516,93.0,THE SALINAS VALLEY is in Northern California.,613,8382950264,eng,1952,https://covers.openlibrary.org/b/id/11386937-L.jpg,https://openlibrary.org/works/OL23166W
Cyrano de Bergerac,Edmond Rostand,"Drama, History, French Authors",4.25,24.0,The auditorium of the Hôtel de Bourgogne in 1640.,236,0344021475,eng,1821,https://covers.openlibrary.org/b/id/8236320-L.jpg,https://openlibrary.org/works/OL551668W
Utopia,Thomas More,"Utopias, Proverbs, Bibliography",3.35,20.0,"UPON a time when tidings came to the City of Corinth that King Philip, father to Alexander surnamed the Great, was coming thitherward with an army royal to lay siege to the city, the Corinthians being forthwith stricken with great fear, began busily and earnestly to look about them and to fall to work on all hands.",176,9780497903473,eng,1518,https://covers.openlibrary.org/b/id/7222976-L.jpg,https://openlibrary.org/works/OL15366912W
The Importance of Being Earnest,Oscar Wilde,"British and irish drama (dramatic works by one author), English life, Readers",4.112903,62.0,"On a snowy Thursday evening in February 1895, a fashionable London audience braved the frigid weather to make their way to the St. James's Theatre in King Street.",102,9781686523830,eng,1893,https://covers.openlibrary.org/b/id/1260453-L.jpg,https://openlibrary.org/works/OL27776452W
Alice's Adventures in Wonderland,Lewis Carroll,"Alice (fictitious character : carroll), fiction, British and irish fiction (fictional works by one author), Fiction, fantasy, general",4.060185,216.0,"Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do: once or twice she had peeped into the book her sister was reading, but it had no pictures or conversations in it, ""and what is the use of a book,"" thought Alice, ""without pictures or conversations?""",133,9781782011125,ukr,1865,https://covers.openlibrary.org/b/id/10527843-L.jpg,https://openlibrary.org/works/OL138052W
Heart of Darkness,Joseph Conrad,"Fiction, Romance, Degeneration",3.5813954,129.0,"The Nellie, a cruising yawl, swung to her anchor without a flutter of the sails, and was at rest.",136,950400086X,eng,1899,https://covers.openlibrary.org/b/id/12307847-L.jpg,https://openlibrary.org/works/OL38663W
Ἀπολογία Σωκράτους,Πλάτων,"Nonfiction, Philosophy, Sophists (Greek philosophy)",4.030303,33.0,"Je ne sais trop, Atheniens, quel effet mes accusateurs ont pu produire sur vous.",111,9781090782939,grc,1675,https://covers.openlibrary.org/b/id/14407561-L.jpg,https://openlibrary.org/works/OL51948W
Hans Andersen's Fairy Tales,Hans Christian Andersen,"Miniature books, Translations into French, Juvenile literature",3.851852,27.0,"A SOLDIER came marching along the highway: One, two!",250,9781582876290,tgl,1846,https://covers.openlibrary.org/b/id/320591-L.jpg,https://openlibrary.org/works/OL16249171W
Les Contes de ma mère l'Oye,Charles Perrault,"Nursery rhymes, France, Children's stories, French",4.25,4.0,"ONCE UPON A TIME there lived a king and queen who were grieved, more grieved than words can tell, because they had no children.",160,201167834X,eng,1675,https://covers.openlibrary.org/b/id/308893-L.jpg,https://openlibrary.org/works/OL23869W
Down and Out in Paris and London,George Orwell,"Poor, Literature, Fiction",4.16,25.0,"THE Rue du Coq d'Or, Paris, seven in the morning.",224,0141393033,eng,1933,https://covers.openlibrary.org/b/id/5539329-L.jpg,https://openlibrary.org/works/OL1168030W
Candide,Voltaire,"Conduct of life, Readers, Literatura francesa",3.9756098,82.0,"In Westphalia, in the castle of Baron Thunder-Ten-Tronckh, there lived a young boy whom nature had endowed with the sweetest disposition.",152,1556900864,bal,1746,https://covers.openlibrary.org/b/id/12736044-L.jpg,https://openlibrary.org/works/OL100672W
The Curious Incident of the Dog in the Night-Time,Mark Haddon,"England, fiction, Fiction, mystery & detective, general, Young adult fiction",3.9344978,229.0,It was 7 minutes after midnight.,256,0385512104,eng,2002,https://covers.openlibrary.org/b/id/7890719-L.jpg,https://openlibrary.org/works/OL2965102W
The Alhambra,Washington Irving,"Alhambra, Alhambra (Granada, España), Alhambra (Granada, Spain)",4.142857,7.0,No description available,297,1973743728,eng,1800,https://covers.openlibrary.org/b/id/8237030-L.jpg,https://openlibrary.org/works/OL63996W
The Canterbury Tales,Geoffrey Chaucer,"Death, English Narrative poetry, Juvenile poetry",3.28125,32.0,"Below the smoking walls of Thebes, two thousand men grappled, sword to sword and hand to hand.",427,9781976473876,eng,1478,https://covers.openlibrary.org/b/id/5767180-L.jpg,https://openlibrary.org/works/OL531767W
A Room of One's Own,Virginia Woolf,"Authorship, Economic conditions, Feminism",4.266667,30.0,"But, you may say, we asked you to speak about women and fiction-what has that go to do with a room of one's own?",143,9798708356543,ita,1929,https://covers.openlibrary.org/b/id/6559057-L.jpg,https://openlibrary.org/works/OL39379W
Il Paradiso,Dante Alighieri,"Poetry, Heaven, Paradise",4.8333335,6.0,"The glory of Him who moves everything penetrates through the universe, and shines in one part more and in another less.",418,9781322508238,mul,1595,https://covers.openlibrary.org/b/id/6549496-L.jpg,https://openlibrary.org/works/OL93230W
Les confessions,Jean-Jacques Rousseau,"French Authors, Biography, Correspondence",4.5,4.0,No description available,606,034180844X,eng,1782,https://covers.openlibrary.org/b/id/6371045-L.jpg,https://openlibrary.org/works/OL80592W
Gitanjali (song offerings),Rabindranath Tagore,"Bengali poetry, Translations into English, Translations from Bengali",4.0,8.0,"Thou hast made me endless, such is thy pleasure.",94,0684839342,eng,1910,https://covers.openlibrary.org/b/id/8246100-L.jpg,https://openlibrary.org/works/OL308575W
Salomé,Oscar Wilde,"Drama, English Bible plays, Fiction",3.4,15.0,"SCENE -A great terrace in the Palace of Herod, set above the banqueting-hall.",66,9781419145902,eng,1893,https://covers.openlibrary.org/b/id/8246115-L.jpg,https://openlibrary.org/works/OL14877882W
Fairy Tales and Stories,Hans Christian Andersen,"Fairy tales, Children's stories, Danish, Translations into English",3.4285715,7.0,No description available,277,898567546X,wel,1850,https://covers.openlibrary.org/b/id/8235356-L.jpg,https://openlibrary.org/works/OL25397W
The Raven,Edgar Allan Poe,"busts, narrative poetry, supernatural",4.4339623,53.0,No description available,42,9781015504424,eng,1845,https://covers.openlibrary.org/b/id/8246077-L.jpg,https://openlibrary.org/works/OL41081W
Ἰλιάς,Όμηρος,"Odysseus (Greek mythology), Juvenile poetry, Readers",4.045977,87.0,"""Iliad"" is a word that means ""a poem about Ilium"" (i.e., Troy), and Homer's great epic poem has been known as ""The Iliad"" ever since the Greek historian Herodotus so referred to it in the fifth century B.C.",432,9781411469754,gla,1505,https://covers.openlibrary.org/b/id/7083790-L.jpg,https://openlibrary.org/works/OL61981W
All's Well That Ends Well,William Shakespeare,"Drama, Married women, Runaway husbands",3.6363637,11.0,"Names: in adopting Helen rather than the usual Helena, I follow the preference revealed in the Folio text, in which Helena occurs only once in dialogue and three times in stage directions, all before the end of Act Two, whereas Helen or Hellen is the only form used in the last three acts and overall decidedly outweighs the longer form with twenty-five occurrences",160,1795027223,eng,1734,https://covers.openlibrary.org/b/id/7338455-L.jpg,https://openlibrary.org/works/OL362676W
Faerie queene,Edmund Spenser,"Epic poetry, Knights and knighthood, Poetry",4.6,10.0,No description available,480,9780872208018,eng,1590,https://covers.openlibrary.org/b/id/5804540-L.jpg,https://openlibrary.org/works/OL1146502W
A Midsummer Night's Dream,William Shakespeare,"Drama, Courtship, Plays",3.8811882,101.0,"OF all the commentators on Shakespeare, perhaps the oddest is Ulrich Braker, a Swiss weaver, who in 1780 finished writing his thoughts on the plays under the title A Few Words about William Shakespeare's Play by a poor ignorant citizen of the world who had the good fortune to read him.",127,9781387909131,ukr,1600,https://covers.openlibrary.org/b/id/7205924-L.jpg,https://openlibrary.org/works/OL259010W
Twelfth Night,William Shakespeare,"Drama, Brothers and sisters, Twins",3.7058823,34.0,"Duke. If music be the food of love, play on,",154,0671489461,eng,1734,https://covers.openlibrary.org/b/id/9119932-L.jpg,https://openlibrary.org/works/OL362694W
Terre des hommes,Antoine de Saint-Exupéry,"20th century, Aeronautics, Air pilots",4.2352943,17.0,"In 1926 I was enrolled as student airline pilot by the Latecoere Company, the predecessors of Aeropostale (now Air France) in the operation of the line between Toulouse, in southwestern France, and Dakar, in French West Africa.",222,9781388227470,fre,1936,https://covers.openlibrary.org/b/id/967072-L.jpg,https://openlibrary.org/works/OL86701W
Inferno,Dante Alighieri,"Poetry, Hell, Illustrations",4.35,20.0,Dante the Pilgrim wakes from a stupor to discover that he's lost in a dark forest and can't remember anything from the night before.,307,9781788883252,eng,1767,https://covers.openlibrary.org/b/id/6387077-L.jpg,https://openlibrary.org/works/OL93227W
Essays,Francis Bacon,"Aphorisms and apothegms, Classical Mythology, Early works to 1800",3.6363637,11.0,"1579 February. His father dies, and (in June) he returns to England.",282,9780192838025,eng,1618,https://covers.openlibrary.org/b/id/8236351-L.jpg,https://openlibrary.org/works/OL69382W
Misery,Stephen King,"dope, pills, American Novelists",4.1555557,135.0,No description available,382,9780451153555,srp,1978,https://covers.openlibrary.org/b/id/8259296-L.jpg,https://openlibrary.org/works/OL81634W
